Result,Address A,Size A,Address B,Size B
Match,0h,14Eh,0h,14Eh
Difference,14Eh,2h,14Eh,2h
Match,150h,65h,150h,65h
Difference,1B5h,2h,1B5h,2h
Match,1B7h,Dh,1B7h,Dh
Difference,1C4h,1h,1C4h,1h
Match,1C5h,132h,1C5h,132h
Difference,2F7h,1h,2F7h,1h
Match,2F8h,27Bh,2F8h,27Bh
Difference,573h,2h,573h,2h
Match,575h,Dh,575h,Dh
Difference,582h,2h,582h,2h
Match,584h,1Ah,584h,1Ah
Difference,59Eh,2h,59Eh,2h
Match,5A0h,4Eh,5A0h,4Eh
Difference,5EEh,1h,5EEh,1h
Match,5EFh,2Ch,5EFh,2Ch
Difference,61Bh,1h,61Bh,1h
Match,61Ch,27h,61Ch,27h
Difference,643h,1h,643h,1h
Match,644h,24h,644h,24h
Difference,668h,1h,668h,1h
Match,669h,18h,669h,18h
Difference,681h,1h,681h,1h
Match,682h,15Eh,682h,15Eh
Difference,7E0h,2h,7E0h,2h
Match,7E2h,8Eh,7E2h,8Eh
Difference,870h,1h,870h,1h
Match,871h,26h,871h,26h
Difference,897h,1h,897h,1h
Match,898h,4Fh,898h,4Fh
Difference,8E7h,2h,8E7h,64h
Match,8E9h,Dh,94Bh,Dh
Difference,8F6h,2h,958h,2h
Match,8F8h,1h,95Ah,1h
Only in B,,,95Bh,2h
Match,8F9h,1h,95Dh,1h
Difference,8FAh,3h,95Eh,1h
Match,8FDh,2h,95Fh,2h
Difference,8FFh,2h,961h,2h
Match,901h,71h,963h,71h
Difference,972h,1h,9D4h,1h
Match,973h,155h,9D5h,155h
Difference,AC8h,1h,B2Ah,1h
Match,AC9h,2Fh,B2Bh,2Fh
Difference,AF8h,2h,B5Ah,2h
Match,AFAh,2h,B5Ch,2h
Difference,AFCh,1h,B5Eh,1h
Match,AFDh,33h,B5Fh,33h
Difference,B30h,1h,B92h,1h
Match,B31h,Bh,B93h,Bh
Difference,B3Ch,1h,B9Eh,1h
Match,B3Dh,4h,B9Fh,4h
Difference,B41h,1h,BA3h,1h
Match,B42h,6h,BA4h,6h
Difference,B48h,1h,BAAh,1h
Match,B49h,9h,BABh,9h
Difference,B52h,1h,BB4h,1h
Match,B53h,6h,BB5h,6h
Difference,B59h,2h,BBBh,2h
Match,B5Bh,7h,BBDh,7h
Difference,B62h,2h,BC4h,2h
Match,B64h,2Dh,BC6h,2Dh
Difference,B91h,1h,BF3h,1h
Match,B92h,9h,BF4h,9h
Difference,B9Bh,1h,BFDh,1h
Match,B9Ch,21Eh,BFEh,21Eh
Only in A,DBAh,1h,,
Match,DBBh,1h,E1Ch,1h
Only in B,,,E1Dh,1h
Match,DBCh,5Bh,E1Eh,5Bh
Difference,E17h,1h,E79h,1h
Match,E18h,3Ah,E7Ah,3Ah
Difference,E52h,1h,EB4h,1h
Match,E53h,D4h,EB5h,D4h
Difference,F27h,1h,F89h,1h
Match,F28h,D6h,F8Ah,D6h
Difference,FFEh,2h,1060h,2h
Match,1000h,3h,1062h,3h
Difference,1003h,2h,1065h,2h
Match,1005h,2h,1067h,2h
Difference,1007h,2h,1069h,2h
Match,1009h,93h,106Bh,93h
Difference,109Ch,1h,10FEh,1h
Match,109Dh,Ch,10FFh,Ch
Difference,10A9h,1h,110Bh,1h
Match,10AAh,47h,110Ch,47h
Difference,10F1h,1h,1153h,1h
Match,10F2h,2Eh,1154h,2Eh
Difference,1120h,1h,1182h,1h
Match,1121h,6Eh,1183h,6Eh
Difference,118Fh,2h,11F1h,2h
Match,1191h,A8h,11F3h,A8h
Difference,1239h,1h,129Bh,1h
Match,123Ah,2Eh,129Ch,2Eh
Difference,1268h,2h,12CAh,2h
Match,126Ah,20h,12CCh,20h
Difference,128Ah,1h,12ECh,1h
Match,128Bh,CFh,12EDh,CFh
Difference,135Ah,2h,13BCh,2h
Match,135Ch,22h,13BEh,22h
Difference,137Eh,1h,13E0h,1h
Match,137Fh,2Bh,13E1h,2Bh
Difference,13AAh,2h,140Ch,2h
Match,13ACh,Dh,140Eh,Dh
Difference,13B9h,1h,141Bh,1h
Match,13BAh,2Eh,141Ch,2Eh
Difference,13E8h,2h,144Ah,2h
Match,13EAh,Fh,144Ch,Fh
Difference,13F9h,1h,145Bh,1h
Match,13FAh,67h,145Ch,67h
Difference,1461h,1h,14C3h,1h
Match,1462h,42h,14C4h,42h
Difference,14A4h,1h,1506h,1h
Match,14A5h,18h,1507h,18h
Difference,14BDh,2h,151Fh,2h
Match,14BFh,D7h,1521h,D7h
Difference,1596h,1h,15F8h,1h
Match,1597h,Ah,15F9h,Ah
Difference,15A1h,1h,1603h,1h
Match,15A2h,DDh,1604h,DDh
Difference,167Fh,1h,16E1h,1h
Match,1680h,2h,16E2h,2h
Difference,1682h,1h,16E4h,1h
Match,1683h,213h,16E5h,213h
Difference,1896h,1h,18F8h,1h
Match,1897h,15Eh,18F9h,15Eh
Difference,19F5h,2h,1A57h,2h
Match,19F7h,6h,1A59h,6h
Difference,19FDh,1h,1A5Fh,1h
Match,19FEh,2Ah,1A60h,2Ah
Difference,1A28h,1h,1A8Ah,1h
Match,1A29h,DAh,1A8Bh,DAh
Difference,1B03h,1h,1B65h,1h
Match,1B04h,30h,1B66h,30h
Difference,1B34h,1h,1B96h,1h
Match,1B35h,220h,1B97h,220h
Difference,1D55h,1h,1DB7h,1h
Match,1D56h,28h,1DB8h,28h
Difference,1D7Eh,1h,1DE0h,1h
Match,1D7Fh,Eh,1DE1h,Eh
Difference,1D8Dh,2h,1DEFh,2h
Match,1D8Fh,Ch,1DF1h,Ch
Difference,1D9Bh,2h,1DFDh,2h
Match,1D9Dh,Ch,1DFFh,Ch
Difference,1DA9h,2h,1E0Bh,2h
Match,1DABh,49h,1E0Dh,49h
Difference,1DF4h,2h,1E56h,2h
Match,1DF6h,14h,1E58h,14h
Difference,1E0Ah,1h,1E6Ch,1h
Match,1E0Bh,35h,1E6Dh,35h
Difference,1E40h,2h,1EA2h,2h
Match,1E42h,1Ch,1EA4h,1Ch
Difference,1E5Eh,2h,1EC0h,2h
Match,1E60h,2Ch,1EC2h,2Ch
Difference,1E8Ch,2h,1EEEh,2h
Match,1E8Eh,5Ah,1EF0h,5Ah
Difference,1EE8h,1h,1F4Ah,1h
Match,1EE9h,10Ah,1F4Bh,10Ah
Difference,1FF3h,2h,2055h,2h
Match,1FF5h,14h,2057h,14h
Difference,2009h,1h,206Bh,1h
Match,200Ah,Eh,206Ch,Eh
Difference,2018h,1h,207Ah,1h
Match,2019h,3Ah,207Bh,3Ah
Difference,2053h,1h,20B5h,1h
Match,2054h,60h,20B6h,60h
Difference,20B4h,2h,2116h,2h
Match,20B6h,7h,2118h,7h
Difference,20BDh,2h,211Fh,2h
Match,20BFh,7h,2121h,7h
Difference,20C6h,2h,2128h,2h
Match,20C8h,6h,212Ah,6h
Difference,20CEh,2h,2130h,2h
Match,20D0h,1h,2132h,1h
Difference,20D1h,1h,2133h,1h
Match,20D2h,5h,2134h,5h
Difference,20D7h,2h,2139h,2h
Match,20D9h,1h,213Bh,1h
Difference,20DAh,1h,213Ch,1h
Match,20DBh,Fh,213Dh,Fh
Difference,20EAh,2h,214Ch,2h
Match,20ECh,1h,214Eh,1h
Difference,20EDh,1h,214Fh,1h
Match,20EEh,Ah,2150h,Ah
Difference,20F8h,2h,215Ah,2h
Match,20FAh,1h,215Ch,1h
Difference,20FBh,2h,215Dh,2h
Match,20FDh,2h,215Fh,2h
Difference,20FFh,1h,2161h,1h
Match,2100h,2h,2162h,2h
Difference,2102h,2h,2164h,2h
Match,2104h,2h,2166h,2h
Difference,2106h,1h,2168h,1h
Match,2107h,2h,2169h,2h
Difference,2109h,2h,216Bh,2h
Match,210Bh,2h,216Dh,2h
Difference,210Dh,1h,216Fh,1h
Match,210Eh,2h,2170h,2h
Difference,2110h,1h,2172h,1h
Match,2111h,43h,2173h,43h
Difference,2154h,1h,21B6h,1h
Match,2155h,2h,21B7h,2h
Difference,2157h,2h,21B9h,2h
Match,2159h,5h,21BBh,5h
Difference,215Eh,1h,21C0h,1h
Match,215Fh,2h,21C1h,2h
Difference,2161h,1h,21C3h,1h
Match,2162h,3h,21C4h,3h
Difference,2165h,1h,21C7h,1h
Match,2166h,2h,21C8h,2h
Difference,2168h,2h,21CAh,2h
Match,216Ah,2h,21CCh,2h
Difference,216Ch,1h,21CEh,1h
Match,216Dh,2h,21CFh,2h
Difference,216Fh,2h,21D1h,2h
Match,2171h,2h,21D3h,2h
Difference,2173h,1h,21D5h,1h
Match,2174h,2h,21D6h,2h
Difference,2176h,1h,21D8h,1h
Match,2177h,31h,21D9h,31h
Difference,21A8h,2h,220Ah,2h
Match,21AAh,F8h,220Ch,F8h
Difference,22A2h,1h,2304h,1h
Match,22A3h,7h,2305h,7h
Difference,22AAh,1h,230Ch,1h
Match,22ABh,39h,230Dh,39h
Difference,22E4h,1h,2346h,1h
Match,22E5h,69h,2347h,69h
Difference,234Eh,2h,23B0h,2h
Match,2350h,82h,23B2h,82h
Difference,23D2h,2h,2434h,2h
Match,23D4h,32h,2436h,32h
Difference,2406h,1h,2468h,1h
Match,2407h,13h,2469h,13h
Difference,241Ah,2h,247Ch,2h
Match,241Ch,27h,247Eh,27h
Difference,2443h,1h,24A5h,1h
Match,2444h,104h,24A6h,104h
Difference,2548h,2h,25AAh,2h
Match,254Ah,Dh,25ACh,Dh
Difference,2557h,2h,25B9h,2h
Match,2559h,7Ah,25BBh,7Ah
Difference,25D3h,2h,2635h,2h
Match,25D5h,120h,2637h,120h
Difference,26F5h,2h,2757h,2h
Match,26F7h,A9h,2759h,A9h
Difference,27A0h,1h,2802h,1h
Match,27A1h,50h,2803h,50h
Difference,27F1h,2h,2853h,2h
Match,27F3h,Fh,2855h,Fh
Difference,2802h,1h,2864h,1h
Match,2803h,1Ah,2865h,1Ah
Difference,281Dh,1h,287Fh,1h
Match,281Eh,7h,2880h,7h
Difference,2825h,1h,2887h,1h
Match,2826h,2h,2888h,2h
Difference,2828h,1h,288Ah,1h
Match,2829h,2h,288Bh,2h
Difference,282Bh,1h,288Dh,1h
Match,282Ch,15h,288Eh,15h
Difference,2841h,1h,28A3h,1h
Match,2842h,5h,28A4h,5h
Difference,2847h,1h,28A9h,1h
Match,2848h,16h,28AAh,16h
Difference,285Eh,2h,28C0h,2h
Match,2860h,6h,28C2h,6h
Difference,2866h,1h,28C8h,1h
Match,2867h,Fh,28C9h,Fh
Difference,2876h,1h,28D8h,1h
Match,2877h,21h,28D9h,21h
Difference,2898h,1h,28FAh,1h
Match,2899h,7h,28FBh,7h
Difference,28A0h,1h,2902h,1h
Match,28A1h,75h,2903h,75h
Difference,2916h,2h,2978h,2h
Match,2918h,43h,297Ah,43h
Difference,295Bh,1h,29BDh,1h
Match,295Ch,2B4h,29BEh,2B4h
Difference,2C10h,1h,2C72h,1h
Match,2C11h,13h,2C73h,13h
Difference,2C24h,1h,2C86h,1h
Match,2C25h,27h,2C87h,27h
Difference,2C4Ch,1h,2CAEh,1h
Match,2C4Dh,11h,2CAFh,11h
Difference,2C5Eh,1h,2CC0h,1h
Match,2C5Fh,23h,2CC1h,23h
Difference,2C82h,2h,2CE4h,2h
Match,2C84h,18h,2CE6h,18h
Difference,2C9Ch,2h,2CFEh,2h
Match,2C9Eh,12h,2D00h,12h
Difference,2CB0h,2h,2D12h,2h
Match,2CB2h,Ch,2D14h,Ch
Difference,2CBEh,1h,2D20h,1h
Match,2CBFh,52h,2D21h,52h
Difference,2D11h,1h,2D73h,1h
Match,2D12h,31h,2D74h,31h
Difference,2D43h,1h,2DA5h,1h
Match,2D44h,1h,2DA6h,1h
Difference,2D45h,1h,2DA7h,1h
Match,2D46h,1h,2DA8h,1h
Difference,2D47h,8h,2DA9h,8h
Match,2D4Fh,285h,2DB1h,285h
Difference,2FD4h,2h,3036h,2h
Match,2FD6h,1h,3038h,1h
Difference,2FD7h,2h,3039h,2h
Match,2FD9h,2h,303Bh,2h
Difference,2FDBh,2h,303Dh,2h
Match,2FDDh,1h,303Fh,1h
Difference,2FDEh,2h,3040h,2h
Match,2FE0h,2h,3042h,2h
Difference,2FE2h,2h,3044h,2h
Match,2FE4h,5h,3046h,5h
Difference,2FE9h,2h,304Bh,2h
Match,2FEBh,1h,304Dh,1h
Difference,2FECh,2h,304Eh,2h
Match,2FEEh,13h,3050h,13h
Difference,3001h,2h,3063h,2h
Match,3003h,47h,3065h,47h
Difference,304Ah,1h,30ACh,1h
Match,304Bh,1Bh,30ADh,1Bh
Difference,3066h,1h,30C8h,1h
Match,3067h,2Bh,30C9h,2Bh
Difference,3092h,1h,30F4h,1h
Match,3093h,9h,30F5h,9h
Difference,309Ch,2h,30FEh,2h
Match,309Eh,8h,3100h,8h
Difference,30A6h,1h,3108h,1h
Match,30A7h,4h,3109h,4h
Difference,30ABh,2h,310Dh,2h
Match,30ADh,6h,310Fh,6h
Difference,30B3h,2h,3115h,2h
Match,30B5h,4h,3117h,4h
Difference,30B9h,1h,311Bh,1h
Match,30BAh,4h,311Ch,4h
Difference,30BEh,2h,3120h,2h
Match,30C0h,6h,3122h,6h
Difference,30C6h,2h,3128h,2h
Match,30C8h,4h,312Ah,4h
Difference,30CCh,1h,312Eh,1h
Match,30CDh,4h,312Fh,4h
Difference,30D1h,2h,3133h,2h
Match,30D3h,6h,3135h,6h
Difference,30D9h,2h,313Bh,2h
Match,30DBh,16h,313Dh,16h
Difference,30F1h,2h,3153h,2h
Match,30F3h,15h,3155h,15h
Difference,3108h,2h,316Ah,2h
Match,310Ah,7h,316Ch,7h
Difference,3111h,2h,3173h,2h
Match,3113h,4h,3175h,4h
Difference,3117h,1h,3179h,1h
Match,3118h,7h,317Ah,7h
Difference,311Fh,2h,3181h,2h
Match,3121h,13h,3183h,13h
Difference,3134h,2h,3196h,2h
Match,3136h,11h,3198h,11h
Difference,3147h,1h,31A9h,1h
Match,3148h,2h,31AAh,2h
Difference,314Ah,2h,31ACh,2h
Match,314Ch,26h,31AEh,26h
Difference,3172h,2h,31D4h,2h
Match,3174h,43h,31D6h,43h
Difference,31B7h,2h,3219h,2h
Match,31B9h,11h,321Bh,11h
Difference,31CAh,1h,322Ch,1h
Match,31CBh,Ch,322Dh,Ch
Difference,31D7h,2h,3239h,2h
Match,31D9h,Eh,323Bh,Eh
Difference,31E7h,1h,3249h,1h
Match,31E8h,16h,324Ah,16h
Difference,31FEh,1h,3260h,1h
Match,31FFh,2h,3261h,2h
Difference,3201h,1h,3263h,1h
Match,3202h,23h,3264h,23h
Difference,3225h,1h,3287h,1h
Match,3226h,6h,3288h,6h
Difference,322Ch,1h,328Eh,1h
Match,322Dh,4h,328Fh,4h
Difference,3231h,2h,3293h,2h
Match,3233h,5h,3295h,5h
Difference,3238h,1h,329Ah,1h
Match,3239h,2h,329Bh,2h
Difference,323Bh,1h,329Dh,1h
Match,323Ch,Eh,329Eh,Eh
Difference,324Ah,1h,32ACh,1h
Match,324Bh,15h,32ADh,15h
Difference,3260h,2h,32C2h,2h
Match,3262h,6h,32C4h,6h
Difference,3268h,2h,32CAh,2h
Match,326Ah,3h,32CCh,3h
Difference,326Dh,1h,32CFh,1h
Match,326Eh,4h,32D0h,4h
Difference,3272h,2h,32D4h,2h
Match,3274h,3h,32D6h,3h
Difference,3277h,1h,32D9h,1h
Match,3278h,4h,32DAh,4h
Difference,327Ch,1h,32DEh,1h
Match,327Dh,4h,32DFh,4h
Difference,3281h,1h,32E3h,1h
Match,3282h,4h,32E4h,4h
Difference,3286h,1h,32E8h,1h
Match,3287h,4h,32E9h,4h
Difference,328Bh,1h,32EDh,1h
Match,328Ch,4h,32EEh,4h
Difference,3290h,1h,32F2h,1h
Match,3291h,4h,32F3h,4h
Difference,3295h,1h,32F7h,1h
Match,3296h,4h,32F8h,4h
Difference,329Ah,1h,32FCh,1h
Match,329Bh,7h,32FDh,7h
Difference,32A2h,1h,3304h,1h
Match,32A3h,1Ah,3305h,1Ah
Difference,32BDh,2h,331Fh,2h
Match,32BFh,Eh,3321h,Eh
Difference,32CDh,2h,332Fh,2h
Match,32CFh,Bh,3331h,Bh
Difference,32DAh,2h,333Ch,2h
Match,32DCh,7h,333Eh,7h
Difference,32E3h,2h,3345h,2h
Match,32E5h,6h,3347h,6h
Difference,32EBh,1h,334Dh,1h
Match,32ECh,6h,334Eh,6h
Difference,32F2h,2h,3354h,2h
Match,32F4h,6h,3356h,6h
Difference,32FAh,1h,335Ch,1h
Match,32FBh,5h,335Dh,5h
Difference,3300h,2h,3362h,2h
Match,3302h,7h,3364h,7h
Difference,3309h,2h,336Bh,2h
Match,330Bh,7h,336Dh,7h
Difference,3312h,1h,3374h,1h
Match,3313h,14h,3375h,14h
Difference,3327h,1h,3389h,1h
Match,3328h,1Fh,338Ah,1Fh
Difference,3347h,2h,33A9h,2h
Match,3349h,5h,33ABh,5h
Difference,334Eh,1h,33B0h,1h
Match,334Fh,15h,33B1h,15h
Difference,3364h,1h,33C6h,1h
Match,3365h,25h,33C7h,25h
Difference,338Ah,1h,33ECh,1h
Match,338Bh,10h,33EDh,10h
Difference,339Bh,2h,33FDh,2h
Match,339Dh,Bh,33FFh,Bh
Difference,33A8h,2h,340Ah,2h
Match,33AAh,8h,340Ch,8h
Difference,33B2h,1h,3414h,1h
Match,33B3h,17h,3415h,17h
Difference,33CAh,2h,342Ch,2h
Match,33CCh,9h,342Eh,9h
Difference,33D5h,2h,3437h,2h
Match,33D7h,Bh,3439h,Bh
Difference,33E2h,2h,3444h,2h
Match,33E4h,9h,3446h,9h
Difference,33EDh,2h,344Fh,2h
Match,33EFh,Dh,3451h,Dh
Difference,33FCh,1h,345Eh,1h
Match,33FDh,6h,345Fh,6h
Difference,3403h,1h,3465h,1h
Match,3404h,6h,3466h,6h
Difference,340Ah,2h,346Ch,2h
Match,340Ch,22h,346Eh,22h
Difference,342Eh,2h,3490h,2h
Match,3430h,9h,3492h,9h
Difference,3439h,2h,349Bh,2h
Match,343Bh,37h,349Dh,37h
Difference,3472h,2h,34D4h,2h
Match,3474h,6h,34D6h,6h
Difference,347Ah,2h,34DCh,2h
Match,347Ch,1h,34DEh,1h
Difference,347Dh,2h,34DFh,2h
Match,347Fh,1h,34E1h,1h
Difference,3480h,1h,34E2h,1h
Match,3481h,3h,34E3h,3h
Difference,3484h,1h,34E6h,1h
Match,3485h,2h,34E7h,2h
Difference,3487h,2h,34E9h,2h
Match,3489h,6h,34EBh,6h
Difference,348Fh,1h,34F1h,1h
Match,3490h,2h,34F2h,2h
Difference,3492h,2h,34F4h,2h
Match,3494h,5h,34F6h,5h
Difference,3499h,1h,34FBh,1h
Match,349Ah,12h,34FCh,12h
Difference,34ACh,1h,350Eh,1h
Match,34ADh,7h,350Fh,7h
Difference,34B4h,1h,3516h,1h
Match,34B5h,10h,3517h,10h
Difference,34C5h,2h,3527h,2h
Match,34C7h,8h,3529h,8h
Difference,34CFh,1h,3531h,1h
Match,34D0h,6h,3532h,6h
Difference,34D6h,1h,3538h,1h
Match,34D7h,2h,3539h,2h
Difference,34D9h,2h,353Bh,2h
Match,34DBh,16h,353Dh,16h
Difference,34F1h,1h,3553h,1h
Match,34F2h,4h,3554h,4h
Difference,34F6h,1h,3558h,1h
Match,34F7h,7h,3559h,7h
Difference,34FEh,2h,3560h,2h
Match,3500h,8h,3562h,8h
Difference,3508h,2h,356Ah,2h
Match,350Ah,16h,356Ch,16h
Difference,3520h,1h,3582h,1h
Match,3521h,4h,3583h,4h
Difference,3525h,1h,3587h,1h
Match,3526h,7h,3588h,7h
Difference,352Dh,2h,358Fh,2h
Match,352Fh,8h,3591h,8h
Difference,3537h,2h,3599h,2h
Match,3539h,5h,359Bh,5h
Difference,353Eh,1h,35A0h,1h
Match,353Fh,24h,35A1h,24h
Difference,3563h,2h,35C5h,2h
Match,3565h,7h,35C7h,7h
Difference,356Ch,1h,35CEh,1h
Match,356Dh,2h,35CFh,2h
Difference,356Fh,1h,35D1h,1h
Match,3570h,3h,35D2h,3h
Difference,3573h,1h,35D5h,1h
Match,3574h,2h,35D6h,2h
Difference,3576h,2h,35D8h,2h
Match,3578h,3h,35DAh,3h
Difference,357Bh,1h,35DDh,1h
Match,357Ch,29h,35DEh,29h
Difference,35A5h,2h,3607h,2h
Match,35A7h,Dh,3609h,Dh
Difference,35B4h,2h,3616h,2h
Match,35B6h,2h,3618h,2h
Difference,35B8h,1h,361Ah,1h
Match,35B9h,3h,361Bh,3h
Difference,35BCh,2h,361Eh,2h
Match,35BEh,6h,3620h,6h
Difference,35C4h,2h,3626h,2h
Match,35C6h,1h,3628h,1h
Difference,35C7h,2h,3629h,2h
Match,35C9h,12h,362Bh,12h
Difference,35DBh,2h,363Dh,2h
Match,35DDh,1Dh,363Fh,1Dh
Difference,35FAh,2h,365Ch,2h
Match,35FCh,17h,365Eh,17h
Difference,3613h,1h,3675h,1h
Match,3614h,7h,3676h,7h
Difference,361Bh,1h,367Dh,1h
Match,361Ch,6h,367Eh,6h
Difference,3622h,1h,3684h,1h
Match,3623h,7h,3685h,7h
Difference,362Ah,1h,368Ch,1h
Match,362Bh,5h,368Dh,5h
Difference,3630h,2h,3692h,2h
Match,3632h,9h,3694h,9h
Difference,363Bh,2h,369Dh,2h
Match,363Dh,Dh,369Fh,Dh
Difference,364Ah,2h,36ACh,2h
Match,364Ch,Eh,36AEh,Eh
Difference,365Ah,2h,36BCh,2h
Match,365Ch,1h,36BEh,1h
Difference,365Dh,2h,36BFh,2h
Match,365Fh,12h,36C1h,12h
Difference,3671h,2h,36D3h,2h
Match,3673h,Bh,36D5h,Bh
